cell_file!cell_idx!cell_type!chan1!chan2!col1!col2!cor!dataset1!dataset2!intr_cor!m1_layer!m2_layer!model1!model2!row1!row2!seed1!seed2!stim_type1!stim_type2
bipolars_late_2012.h5!0!bipolar!6!2!22!11!0.5152199!15-11-21b!15-10-07!0.7261589!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!8!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!6!amacrine!6!2!24!13!0.5294386!15-11-21b!15-10-07!0.7053026!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!18!13!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!3!amacrine!6!2!24!13!0.51982236!15-11-21b!15-10-07!0.7050126!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!17!12!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!4!unk!5!2!22!12!0.47096834!15-11-21b!15-10-07!0.6881693!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!17!12!1582290884!1582749400!naturalscene!naturalscene
bipolars_late_2012.h5!3!bipolar!6!2!30!19!0.5719495!15-11-21b!15-10-07!0.66998273!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!20!15!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!5!unk!5!2!25!14!0.50334984!15-11-21b!15-10-07!0.6675792!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!16!10!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!8!amacrine!5!2!23!12!0.48736927!15-11-21b!15-10-07!0.6632559!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!15!9!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!10!unk!4!2!23!13!0.55173516!15-11-21b!15-10-07!0.6549826!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!14!9!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!2!amacrine!5!2!28!18!0.45400414!15-11-21b!15-10-07!0.6456644!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!17!11!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!9!amacrine!6!2!24!13!0.54670316!15-11-21b!15-10-07!0.64214736!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!20!14!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!2!unk!5!2!28!18!0.5121763!15-11-21b!15-10-07!0.6398634!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!16!10!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!12!amacrine!5!2!29!10!0.44863093!15-11-21b!15-10-07!0.6364715!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!18!0!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!5!amacrine!3!6!27!17!0.54243195!15-11-21b!15-10-07!0.6226568!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!16!11!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!4!amacrine!5!2!22!11!0.4059033!15-11-21b!15-10-07!0.62205195!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!6!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!14!amacrine!6!2!23!12!0.5427507!15-11-21b!15-10-07!0.61676204!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!16!11!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!13!unk!5!2!27!17!0.5195585!15-11-21b!15-10-07!0.6165588!sequential.0!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!16!10!1582290884!1582749400!naturalscene!naturalscene
bipolars_late_2012.h5!0!bipolar!6!2!23!33!0.3160009!15-11-21b!15-10-07!0.7261589!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!26!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!6!amacrine!5!0!21!18!0.41419446!15-11-21b!15-10-07!0.7053026!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!34!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!3!amacrine!0!7!24!21!0.26138383!15-11-21b!15-10-07!0.7050126!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!14!17!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!4!unk!6!7!20!16!0.31590182!15-11-21b!15-10-07!0.6881693!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!0!1582290884!1582749400!naturalscene!naturalscene
bipolars_late_2012.h5!3!bipolar!6!7!22!26!0.3235493!15-11-21b!15-10-07!0.66998273!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!21!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!5!unk!5!0!24!19!0.42320344!15-11-21b!15-10-07!0.6675792!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!35!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!8!amacrine!6!2!23!33!0.3160009!15-11-21b!15-10-07!0.6632559!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!26!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!10!unk!6!2!21!7!0.3372279!15-11-21b!15-10-07!0.6549826!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!14!19!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!2!amacrine!6!2!22!7!0.32683358!15-11-21b!15-10-07!0.6456644!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!19!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!9!amacrine!6!7!18!15!0.34994552!15-11-21b!15-10-07!0.64214736!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!18!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!2!unk!5!7!23!19!0.3648624!15-11-21b!15-10-07!0.6398634!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!7!12!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!12!amacrine!6!7!19!4!0.34926617!15-11-21b!15-10-07!0.6364715!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!14!7!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!5!amacrine!6!2!25!33!0.30152124!15-11-21b!15-10-07!0.6226568!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!26!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!4!amacrine!6!7!19!16!0.33533293!15-11-21b!15-10-07!0.62205195!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!18!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!14!amacrine!6!7!21!26!0.31803468!15-11-21b!15-10-07!0.61676204!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!21!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!13!unk!6!2!23!7!0.3242716!15-11-21b!15-10-07!0.6165588!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!14!19!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!8!unk!5!0!21!18!0.41419446!15-11-21b!15-10-07!0.60805464!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!34!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!19!amacrine!1!4!23!19!0.45007423!15-11-21b!15-10-07!0.6064107!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!18!1582290884!1582749400!naturalscene!naturalscene
amacrines_early_2012.h5!2!amacrine!6!7!20!18!0.35203758!15-11-21b!15-10-07!0.59922427!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!11!15!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!7!amacrine!6!7!19!16!0.31293926!15-11-21b!15-10-07!0.5930633!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!17!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!3!unk!1!4!22!18!0.4258117!15-11-21b!15-10-07!0.59226006!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!11!16!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!10!amacrine!6!7!22!20!0.36192733!15-11-21b!15-10-07!0.5764078!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!11!15!1582290884!1582749400!naturalscene!naturalscene
bipolars_late_2012.h5!2!bipolar!6!7!22!20!0.36192733!15-11-21b!15-10-07!0.5734138!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!11!15!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!11!unk!6!7!21!19!0.382612!15-11-21b!15-10-07!0.5539757!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!10!15!1582290884!1582749400!naturalscene!naturalscene
amacrines_early_2012.h5!4!amacrine!6!2!19!4!0.35006356!15-11-21b!15-10-07!0.5506263!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!15!7!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!13!amacrine!6!7!22!26!0.3235493!15-11-21b!15-10-07!0.5353688!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!21!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!1!amacrine!5!0!25!19!0.41189805!15-11-21b!15-10-07!0.5277837!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!35!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!6!unk!5!0!24!19!0.42320344!15-11-21b!15-10-07!0.5272919!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!35!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!18!amacrine!2!3!21!16!0.64453965!15-11-21b!15-10-07!0.5257661!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!10!15!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!15!amacrine!6!7!20!18!0.35203758!15-11-21b!15-10-07!0.5102294!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!11!15!1582290884!1582749400!naturalscene!naturalscene
amacrines_early_2012.h5!0!amacrine!6!2!17!14!0.34313253!15-11-21b!15-10-07!0.5075802!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!17!21!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!0!unk!6!2!23!33!0.31151277!15-11-21b!15-10-07!0.49755332!sequential.4!sequential.0!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!26!1582290884!1582749400!naturalscene!naturalscene
bipolars_late_2012.h5!0!bipolar!6!3!23!13!0.8113587!15-11-21b!15-10-07!0.7261589!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!13!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!6!amacrine!5!5!21!12!0.48523763!15-11-21b!15-10-07!0.7053026!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!12!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!3!amacrine!0!3!24!16!0.66160065!15-11-21b!15-10-07!0.7050126!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!14!12!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!4!unk!6!3!20!12!0.805891!15-11-21b!15-10-07!0.6881693!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!13!1582290884!1582749400!naturalscene!naturalscene
bipolars_late_2012.h5!3!bipolar!6!3!22!13!0.8196834!15-11-21b!15-10-07!0.66998273!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!12!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!5!unk!5!5!24!15!0.52683!15-11-21b!15-10-07!0.6675792!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!13!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!8!amacrine!6!3!23!13!0.8113587!15-11-21b!15-10-07!0.6632559!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!13!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!10!unk!6!3!21!11!0.82428557!15-11-21b!15-10-07!0.6549826!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!14!14!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!2!amacrine!6!3!22!13!0.8094765!15-11-21b!15-10-07!0.6456644!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!13!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!9!amacrine!6!3!18!9!0.8217638!15-11-21b!15-10-07!0.64214736!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!14!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!2!unk!5!5!23!14!0.5479929!15-11-21b!15-10-07!0.6398634!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!7!7!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!12!amacrine!6!3!19!10!0.82701916!15-11-21b!15-10-07!0.6364715!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!14!15!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!5!amacrine!6!3!25!15!0.81835634!15-11-21b!15-10-07!0.6226568!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!12!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!4!amacrine!6!3!19!10!0.8228943!15-11-21b!15-10-07!0.62205195!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!13!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!14!amacrine!6!3!21!13!0.8122108!15-11-21b!15-10-07!0.61676204!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!13!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!13!unk!6!3!23!13!0.8029951!15-11-21b!15-10-07!0.6165588!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!14!14!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!8!unk!5!5!21!12!0.48523763!15-11-21b!15-10-07!0.60805464!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!12!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!19!amacrine!1!4!23!18!0.57423836!15-11-21b!15-10-07!0.6064107!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!13!20!1582290884!1582749400!naturalscene!naturalscene
amacrines_early_2012.h5!2!amacrine!6!3!20!12!0.8053453!15-11-21b!15-10-07!0.59922427!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!11!12!1582290884!1582749400!naturalscene!naturalscene
amacrines_late_2012.h5!7!amacrine!6!3!19!10!0.81263524!15-11-21b!15-10-07!0.5930633!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!12!13!1582290884!1582749400!naturalscene!naturalscene
unks_17-10-18.h5!3!unk!1!4!22!18!0.5439526!15-11-21b!15-10-07!0.59226006!sequential.4!sequential.4!../../training_scripts/convgc_bests/convgc_26_chans[8, 8]!../../training_scripts/convgc_bests/convgc_49_dataset15-10-07_stim_typenaturalscene!11!19!1582290884!1582749400!naturalscene!naturalscene
